YEAR,PERSONEL_COMMERCIAL,KARA_LISTE_KONTROL,KULLANIM_SEKLI,MARKA,TIP_GRUP,EGM_KULLANIM_SEKLI,MOTOR_GUCU,SILINDIR_HACMI,PLAKA_IL_KODU,ARAC_BEDELI,HASARSIZLIK_INDIRIMI,MEDENI_DURUM,ONCEKI_ŞIRKET,ARAC_YASI,ONCEKI_KASKO_POLICESI_VAR_MI,UYGULANAN_BASAMAK_KODU,ONCEKI_POLICE_BASAMAK_KODU,ONCEKI_POLICE_BASLANGIC_TARIHI,ONCEKI_POLICE_BITIS_TARIHI,PAKET_TIPI,EGM_CINSI,EGM_CINSI,ORJINAL_OLMAYAN_PARCA_VARMI,IKAMET_IL_KODU,ALT_KULLANIM_SEKLI,TCK_PLAKA_SORGU,CLAIM_EXPERIENCE,PERT_SORGU,ARAC_TARIFE_GRUP_KODU,IHALE_FILO_KODU,ARAC_ALT_CINS,ARAC_UST_CINS_ID,SEGMENT,AGIRLIK,ARAC_TIPI,YAKIT_TIPI,LPG_VAR_MI,MESLEK,HASAR_VAR_MI
2019,O,1,1,45YH4ER5H4R5,B4DGF5GHD,4R561446512,95,1248,34,78673,2,E,15,6,E,0,1,11/23/2018 0:00,11/23/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1396,10,D,H,45,1
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,90,1364,23,122410,0,E,,2,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,23,100,0,K,,1,9999999,144RH5ER64HRE+,4,C,1270,10,D,H,18,0
2019,O,1,1,#N/A,N78MGH4M6,4R561446512,130,1598,6,181694,1,E,54,3,E,0,0,9/26/2018 0:00,9/26/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,68,100,1,0,,1,9999999,144RH5ER64HRE+,4,D,1505,10,D,H,4,0
2019,O,1,1,#N/A,GF45H6G4F5,4R561446512,92,1560,23,54032,0,E,,6,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,23,100,0,T,,1,9999999,144RH5ER64HRE+,4,B,1090,10,D,H,3,1
2019,O,1,1,#N/A,4ESW85G,4R561446512,128,1599,35,61828,0,E,,8,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,X,,1,9999999,NFD4HFDHDFHFD,4,C,1200,10,D,H,45,0
2019,O,1,1,HE45H4ER5H4,HTR84H5RT,4R561446512,110,1461,48,96605,2,E,63,3,E,0,1,11/29/2018 0:00,11/29/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,48,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,H,1360,40,D,H,3,0
2019,O,1,1,BD4DF54H5DF,547545HG4F35,4R561446512,55,1248,7,24635,0,E,,13,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,T,,1,9999999,144RH5ER64HRE+,4,B,1085,10,D,H,45,1
2019,O,1,1,SD56G4SD5G4,1BVD5FB3DF,#N/A,110,1461,34,63672,0,D,,7,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,T,,1,9999999,#N/A,,C,1290,10,D,H,45,0
2019,T,1,1,#N/A,5ER,4R561446512,115,1582,21,60008,5,,110,7,E,0,4,9/28/2018 0:00,9/28/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,DF4H,4,C,1367,10,D,H,,0
2019,O,1,1,#N/A,RYTJ77,4R561446512,135,1591,6,95108,5,E,26,6,E,0,4,11/28/2018 0:00,11/28/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,6,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,H,1380,40,L,E,40,0
2019,O,1,1,#N/A,W45EW,4R561446512,125,1596,34,62418,5,E,11,7,E,0,5,10/6/2018 0:00,10/6/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,21,100,1,0,,1,9999999,DF4H,4,C,1296,10,L,E,5,0
2019,T,1,1,BD4DF54H5DF,HG4JKYH,4R561446512,95,1248,16,67364,0,,,4,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,0,X,,1,9999999,144RH5ER64HRE+,4,C,1235,10,D,H,,0
2019,O,1,1,M4GH54J5GH,FDG4SDFF,4R561446512,90,1364,34,67498,2,B,61,7,E,0,1,9/29/2018 0:00,9/29/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,E,1,9999999,NFD4HFDHDFHFD,4,C,1340,10,D,H,5,0
2019,O,1,1,#N/A,ER4TRE4NER,4R561446512,109,1560,23,70536,2,E,109,9,E,0,1,9/29/2018 0:00,9/29/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,23,100,1,0,,1,9999999,DF4H,4,G,1500,40,D,H,3,0
2019,O,1,1,#N/A,FGM4TRF5,4R561446512,136,1598,34,206301,0,B,,2,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,X,,1,9999999,DF4H,4,D,1503,10,D,H,3,0
2019,O,1,1,SD56G4SD5G4,QW4ER56QW,4R561446512,90,1461,34,84587,0,B,,2,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,T,,1,9999999,DF4H,4,B,1146,10,D,H,45,0
2019,O,1,1,DF5H45DF4H5DF,4ER,4R561446512,130,0,45,95713,3,E,26,4,E,0,2,11/21/2018 0:00,11/21/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,45,100,1,0,,1,9999999,5H4DF56H4DF,4,H,1381,40,O,H,3,0
2019,O,1,1,#N/A,5ER,4R561446512,128,1582,31,87002,0,B,,6,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,38,100,0,T,,1,9999999,DF4H,4,C,1375,10,D,H,45,1
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,WERG546RE5G4EW,90,1364,72,146600,0,E,,1,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,72,103,0,T,,1,9999999,144RH5ER64HRE+,4,C,1270,10,D,H,5,0
2019,O,1,1,H4RT5H4TR5H,XC4B5CB,4R561446512,90,1396,34,62838,0,E,,4,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,41,100,0,X,,1,9999999,NFD4HFDHDFHFD,4,B,1239,10,D,H,45,0
2019,O,1,1,SD56G4SD5G4,1N1JTGH85FN1GF6H,4R561446512,110,1461,46,90424,0,B,,4,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,46,100,0,T,,1,9999999,144RH5ER64HRE+,4,C,1389,10,D,H,45,0
2019,O,1,1,SD56G4SD5G4,1N1JTGH85FN1GF6H,4R561446512,110,1461,42,90207,0,E,,4,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,42,100,1,K,,1,9999999,144RH5ER64HRE+,4,C,1389,10,D,H,45,1
2019,O,1,1,SD56G4SD5G4,1BVD5FB3DF,4R561446512,110,1461,6,137107,0,E,,2,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,6,100,0,T,,1,9999999,144RH5ER64HRE+,4,C,1395,10,D,H,40,0
2019,O,1,1,#N/A,1VC5BCV,4R561446512,105,1598,72,135001,0,E,,5,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,72,100,0,T,,1,9999999,144RH5ER64HRE+,4,D,1499,10,D,H,41,1
2019,O,1,1,#N/A,1BDF5CXB3,4R561446512,125,1598,24,109236,0,E,,3,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,24,100,0,X,,1,9999999,144RH5ER64HRE+,4,D,1221,10,O,H,16,0
2019,T,1,1,SD56G4SD5G4,1N1JTGH85FN1GF6H,4R561446512,110,1461,31,95402,0,,,4,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,0,X,,1,9999999,144RH5ER64HRE+,4,C,1389,10,D,H,,0
2019,T,1,1,#N/A,GF45H6G4F5,4R561446512,92,1560,38,73460,5,,104,3,E,0,4,10/5/2018 0:00,10/5/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,144RH5ER64HRE+,4,B,1090,10,D,H,,0
2019,O,1,1,45YH4ER5H4R5,MG1H5W,4R561446512,90,0,25,73545,1,B,57,3,E,0,0,10/16/2018 0:00,10/16/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,25,100,1,0,,1,9999999,DF4H,4,B,1141,10,O,H,41,0
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,99,0,31,70622,3,E,54,3,E,0,2,10/4/2018 0:00,10/4/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,31,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1225,10,O,H,45,0
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,90,1364,33,98262,0,E,,4,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,33,100,1,K,,1,9999999,144RH5ER64HRE+,4,C,1270,10,D,H,3,0
2019,O,1,1,DF5H45DF4H5DF,1BVD5FB3DF,4R561446512,82,1461,5,38372,3,E,7,13,E,0,2,10/12/2018 0:00,10/12/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,5,100,1,0,,1,9999999,#N/A,4,C,1195,10,D,H,40,0
2019,T,1,1,#N/A,1BDF5CXB3,4R561446512,125,1600,34,72141,5,,50,8,E,0,4,9/28/2018 0:00,9/28/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,144RH5ER64HRE+,4,D,1193,10,L,E,,0
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,90,1364,34,87838,2,E,109,5,E,0,1,9/26/2018 0:00,9/26/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1270,10,D,H,45,0
2019,T,1,1,#N/A,J47UY8JUY,4R561446512,136,1582,34,145181,2,,26,2,E,0,1,10/10/2018 0:00,10/10/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,DF4H,4,C,1338,10,D,H,,0
2019,O,1,1,#N/A,M1GH5M1GH23,4R561446512,114,1560,52,77806,0,E,,6,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,52,100,0,T,,1,9999999,DF4H,4,C,1440,10,D,H,40,0
2019,O,1,1,M4GH54J5GH,FDG4SDFF,4R561446512,99,0,33,59083,2,E,9,6,E,0,1,11/22/2018 0:00,11/22/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,33,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,C,1225,10,O,H,18,1
2019,O,1,1,#N/A,B4DGF5GHD,4R561446512,115,1598,34,80338,3,E,42,3,E,0,2,11/17/2018 0:00,11/17/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,21,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1306,10,L,E,18,0
2019,O,1,1,#N/A,J47UY8JUY,4R561446512,110,1582,34,96684,0,E,,5,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,72,100,0,K,H,1,9999999,DF4H,4,C,1401,10,D,H,18,0
2019,O,1,1,4SD5G4DS65,TN4ER,4R561446512,68,1398,6,37827,0,B,,9,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,6,100,0,T,,1,9999999,DF4H,4,B,1145,10,D,H,45,0
2019,O,1,1,#N/A,W45EW,4R561446512,109,1560,35,61686,0,E,,8,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,35,100,0,T,,1,9999999,144RH5ER64HRE+,4,C,1377,10,D,H,3,0
2019,T,1,1,SD45GV4XC5V,WEF1EW,4R561446512,101,1396,34,41259,1,,104,7,E,0,0,11/26/2018 0:00,11/26/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,B,1100,10,O,H,,0
2019,O,1,1,#N/A,NS4DXN4TERD6TS4NR,4R561446512,115,1560,34,81430,5,E,63,7,E,0,4,11/23/2018 0:00,11/23/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,D,1648,10,D,H,3,0
2019,O,1,1,45RD4G5FDS4GV,RYHE4WE,4R561446512,150,1991,54,91459,1,E,110,8,E,0,0,4/5/2018 0:00,4/5/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,54,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,H,2005,40,D,H,16,0
2019,O,1,1,45YH4ER5H4R5,MG1H5W,4R561446512,70,1240,61,36152,3,E,104,13,E,0,2,11/23/2018 0:00,11/23/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,61,100,1,0,,1,9999999,#N/A,4,K,1115,10,D,H,7,1
2019,O,1,1,SD45GV4XC5V,WEF1EW,4R561446512,101,0,35,44902,3,E,61,7,E,0,2,4/7/2018 0:00,4/7/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,35,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,B,1093,10,O,H,16,0
2019,O,1,1,M4GH54J5GH,CV4B56CV,4R561446512,101,0,34,43333,1,E,9,9,E,0,0,11/19/2018 0:00,11/19/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,DF4H,4,B,1050,10,O,H,3,0
2019,O,1,1,45YH4ER5H4R5,MG1H5W,4R561446512,70,0,16,63047,3,E,50,3,E,0,2,11/29/2018 0:00,11/29/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,16,100,1,0,,1,9999999,DF4H,4,B,1120,10,O,H,40,1
2019,O,1,1,4GH53445,M1GH5M1GH35M,4R561446512,70,1399,21,54174,0,E,,7,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,21,100,0,T,,1,9999999,DF4H,4,B,1030,10,D,H,45,0
2019,O,1,1,DF5H45DF4H5DF,D4B48CV,4R561446512,110,1461,42,68456,0,E,,8,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,47,100,0,T,,1,9999999,144RH5ER64HRE+,4,E,1425,10,D,H,2,0
2019,T,1,1,BD4DF54H5DF,1MG5H6,4R561446512,95,1248,34,76021,1,,7,3,E,0,0,4/7/2018 0:00,4/7/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,0,0,,1,9999999,144RH5ER64HRE+,4,C,1205,10,D,H,,0
2019,O,1,1,SD45GV4XC5V,4ESW85G,4R561446512,110,1493,34,42816,0,E,,10,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,X,,1,9999999,#N/A,4,C,1205,10,D,H,16,0
2019,O,1,1,#N/A,M1GH586M1G1MH51HG,#N/A,105,1598,34,82066,1,E,19,7,E,0,0,4/5/2018 0:00,4/5/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,#N/A,,C,1314,10,D,H,3,1
2019,O,1,1,#N/A,W45EW,4R561446512,109,1560,1,61686,0,B,,8,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,1,100,0,X,,1,9999999,144RH5ER64HRE+,4,C,1377,10,D,H,45,0
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,90,0,34,94350,1,E,4,1,E,0,0,11/6/2018 0:00,11/6/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,0,,1,9999999,144RH5ER64HRE+,4,C,1270,10,D,H,45,0
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,90,1364,55,55338,4,E,54,10,E,0,3,11/23/2018 0:00,11/23/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,55,100,1,0,,1,9999999,#N/A,4,C,1315,10,D,H,40,1
2019,T,1,1,SD56G4SD5G4,QW4ER56QW,4R561446512,90,1461,1,77553,5,,104,4,E,0,5,10/8/2018 0:00,10/8/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,DF4H,4,B,1196,10,D,H,,0
2019,O,1,1,M4GH54J5GH,FDG4SDFF,4R561446512,90,1364,34,85471,2,B,57,6,E,0,1,9/28/2018 0:00,9/28/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,53,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,C,1270,10,D,H,4,0
2019,O,1,1,#N/A,1BD5FBDF,4R561446512,105,1598,35,123088,2,E,15,6,E,0,1,10/5/2018 0:00,10/5/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,E,20,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1350,10,D,H,43,1
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,66,1364,34,99069,0,E,,3,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,T,,1,9999999,144RH5ER64HRE+,4,C,1270,10,D,H,18,1
2019,O,1,1,XC45V4XC5V4XC,L4W5R4EWN5R,4R561446512,80,1461,34,187419,3,E,93,4,E,0,2,3/31/2018 0:00,3/31/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1450,10,D,H,4,1
2019,O,1,1,F4Q5F4A5SF,SDF4NGFN2V1,4R561446512,75,1248,34,55373,2,E,50,6,E,0,1,11/16/2018 0:00,11/16/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,B,1090,10,D,H,45,0
2019,O,1,1,#N/A,DFH5FD6H,4R561446512,109,1560,35,48671,0,E,,10,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,35,100,0,K,,1,9999999,#N/A,4,D,1578,10,D,H,45,0
2019,O,1,1,#N/A,HTR48H7RT8SD,4R561446512,92,1560,48,93330,1,E,9,2,E,0,0,11/28/2018 0:00,11/28/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,48,100,1,0,,1,9999999,144RH5ER64HRE+,4,B,1090,10,D,H,45,0
2019,O,1,1,SD45GV4XC5V,Q4WRE5QW4E53QW,4R561446512,67,0,34,58315,2,B,17,4,E,0,1,11/21/2018 0:00,11/21/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,DF4H,4,A,1008,10,O,H,3,1
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,90,1364,64,107262,5,E,4,4,E,0,4,9/30/2018 0:00,9/30/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,64,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1270,10,D,H,5,0
2019,O,1,1,QW4R5Q4ERQ5W,WE4T5E4GF5SD4G56DS,#N/A,170,0,34,202200,1,E,7,5,E,0,0,10/3/2018 0:00,10/3/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,#N/A,,E,1605,20,O,H,3,1
2019,T,1,1,XC45V4XC5V4XC,L4W5R4EWN5R,4R561446512,109,1461,16,179118,0,,,5,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,0,X,,1,9999999,144RH5ER64HRE+,4,C,1450,10,D,H,,0
2019,T,1,1,BD4DF54H5DF,1MG5H6,4R561446512,110,0,68,81374,3,,26,3,E,0,2,10/12/2018 0:00,10/12/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1205,10,O,H,45,0
2019,O,1,1,4GH53445,M1GH5M1GH35M,4R561446512,75,1499,34,63199,2,B,104,5,E,0,1,10/10/2018 0:00,10/10/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,DF4H,4,B,1108,10,D,H,4,0
2019,O,1,1,#N/A,W45EW,4R561446512,115,1560,34,68257,0,E,,7,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,T,,1,9999999,144RH5ER64HRE+,4,C,1239,10,O,H,45,0
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,90,1364,16,94560,2,E,17,4,E,0,1,10/4/2018 0:00,10/4/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,16,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1270,10,D,H,4,0
2019,O,1,1,#N/A,B4DGF5GHD,#N/A,115,1598,24,63287,2,E,57,7,E,0,1,9/29/2018 0:00,9/29/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,2,100,1,0,,1,9999999,#N/A,,C,1270,10,L,E,4,0
2019,O,1,1,SD45GV4XC5V,WEF1EW,#N/A,90,0,2,75258,2,E,57,4,E,0,1,9/28/2018 0:00,9/28/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,2,100,1,0,,1,9999999,#N/A,,B,1240,10,D,H,5,0
2019,O,1,1,#N/A,HD4F5HG4RE854GHDRF,4R561446512,136,1598,34,306604,0,E,,2,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,T,,1,9999999,144RH5ER64HRE+,4,D,1485,10,D,H,4,0
2019,O,1,1,M4GH54J5GH,FDG4SDFF,4R561446512,132,0,41,83193,5,E,11,5,E,0,10,11/25/2018 0:00,11/25/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,41,100,1,0,,1,9999999,DF4H,4,C,1265,10,O,H,45,0
2019,O,1,1,#N/A,FGM4TRF5,4R561446512,136,1598,39,136398,0,E,,3,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,59,100,0,T,,1,9999999,144RH5ER64HRE+,4,D,1571,10,D,H,3,0
2019,O,1,1,URT45HRT4H5D,48UYT8UTY,4R561446512,81,1461,50,80718,0,E,93,5,E,0,2,4/4/2018 0:00,4/4/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,50,100,1,0,,1,9999999,5H4DF56H4DF,4,H,1369,40,O,H,16,1
2019,O,1,1,DF5H45DF4H5DF,Q4RE8QW,4R561446512,90,1461,34,74310,0,E,,3,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,K,,1,9999999,144RH5ER64HRE+,4,B,1059,10,D,H,45,0
2019,O,1,1,M4GH54J5GH,FDG4SDFF,4R561446512,124,0,1,50566,0,E,,10,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,1,100,0,K,,1,9999999,#N/A,4,C,1305,10,O,H,41,0
2019,O,1,1,#N/A,W45EW,4R561446512,100,1596,28,64447,5,E,57,8,E,0,5,9/28/2018 0:00,9/28/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,81,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1270,10,O,H,45,0
2019,T,1,1,URT45HRT4H5D,6ET4NER,4R561446512,90,1461,63,80866,0,,,2,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,0,X,,1,9999999,DF4H,4,B,1118,10,,H,,1
2019,O,1,1,#N/A,R74TERT,4R561446512,115,1560,33,98600,3,C,40,3,E,0,2,11/23/2018 0:00,11/23/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,33,100,1,0,,1,9999999,DF4H,4,C,1395,10,D,H,45,0
2019,O,1,1,SD56G4SD5G4,QW4ER56QW,4R561446512,75,1461,34,68688,0,E,,3,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,48,100,0,T,,1,9999999,DF4H,4,B,1146,10,D,H,3,0
2019,O,1,1,#N/A,RF4WE,4R561446512,110,1598,34,112329,1,E,54,3,E,0,0,9/27/2018 0:00,9/27/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,26,100,1,0,,1,9999999,5H4DF56H4DF,4,C,1260,10,D,H,16,0
2019,O,1,1,BD4DF54H5DF,HG4JKYH,4R561446512,95,1248,16,48402,2,E,110,6,E,0,1,10/1/2018 0:00,10/1/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,16,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1235,10,D,H,16,0
2019,T,1,1,URT45HRT4H5D,48UYT8UTY,4R561446512,90,1461,23,79563,0,,,4,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,0,X,,1,9999999,5H4DF56H4DF,4,H,1349,40,D,H,,1
2019,O,1,1,DF5H45DF4H5DF,4ER,4R561446512,110,1461,34,123175,0,E,,4,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,T,,1,9999999,5H4DF56H4DF,4,H,1455,40,D,H,41,0
2019,T,1,1,4GH53445,8B97DF90T82-05I23N432432,4R561446512,95,0,34,94048,0,,,3,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,0,X,,1,9999999,NFD4HFDHDFHFD,4,G,1310,10,D,H,,0
2019,O,1,1,SD45GV4XC5V,WEF1EW,4R561446512,86,0,46,43657,1,B,54,6,E,0,0,10/1/2018 0:00,10/1/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,46,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,B,1035,10,O,H,40,0
2019,O,1,1,BD4DF54H5DF,1MG5H6,4R561446512,95,1248,34,87221,2,E,51,2,E,0,1,10/13/2018 0:00,10/13/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1205,10,D,H,4,0
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,90,1364,34,99069,0,E,,3,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,23,100,0,K,,1,9999999,144RH5ER64HRE+,4,C,1270,10,D,H,4,0
2019,O,1,1,DFH5FD4H5FD4,1BDF5CXB3,4R561446512,125,0,33,73935,5,E,96,7,E,0,4,11/29/2018 0:00,11/29/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,33,100,1,0,,1,9999999,144RH5ER64HRE+,4,D,1193,10,O,H,40,0
2019,O,1,1,SD56G4SD5G4,QW4ER56QW,4R561446512,90,1461,34,86102,0,B,,2,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,X,,1,9999999,DF4H,4,B,1146,10,D,H,49,1
2019,O,1,1,XC5B4XC5B4SFD,DS4GR8HYRT,4R561446512,90,1422,33,86813,0,E,,5,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,33,100,0,T,,1,9999999,DF4H,4,B,1151,10,D,H,5,0
2019,O,1,1,XC5B4XC5B4SFD,FG47TRH,4R561446512,160,0,20,113193,5,E,4,5,E,0,4,9/30/2018 0:00,9/30/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,20,100,1,0,,1,9999999,5H4DF56H4DF,4,H,1522,40,O,H,45,0
2019,O,1,1,#N/A,MYRT4YM,4R561446512,177,1591,6,163567,1,E,17,3,E,0,0,11/20/2018 0:00,11/20/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,6,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,H,1508,40,L,E,45,0
2019,O,1,1,SD56G4SD5G4,1N1JTGH85FN1GF6H,4R561446512,110,1461,38,86682,0,E,,5,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,38,100,0,T,,1,9999999,144RH5ER64HRE+,4,C,1320,10,D,H,16,0
